preflop,flop,turn,river,total
"(0.025, 0.025)","(0.0875, 0.11249999999999999)","(0.25, 0.3625)","(0.0, 0.3625)",0.3625
"(0.025, 0.025)","(0.0875, 0.11249999999999999)","(0.25, 0.3625)","(0.6375, 1.0)",1.0
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.175, 0.19749999999999998)","(0.8025, 1.0)",1.0
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.175, 0.19749999999999998)","(0.0, 0.19749999999999998)",0.19749999999999998
"(0.1814, 0.1814)","(0.1889, 0.3703)","(0.3778, 0.7481)","(0, 0.7481)",0.7481
"(0.1814, 0.1814)","(0.1889, 0.3703)","(0.0, 0.3703)","(0, 0.3703)",0.3703
"(0.021, 0.021)","(0.0, 0.021)","(0.018, 0.039)","(0.06, 0.099)",0.099
"(0.04, 0.04)","(0.03, 0.07)","(0, 0.07)","(0, 0.07)",0.07
"(0.12, 0.12)","(0.2, 0.32)","(0, 0.32)","(0, 0.32)",0.32
"(0.12, 0.12)","(0.06, 0.18)","(0, 0.18)","(0, 0.18)",0.18
"(0.025, 0.025)","(0.0574, 0.0824)","(0, 0.0824)","(0, 0.0824)",0.0824
"(0.065, 0.065)","(0.045, 0.11)","(0.0, 0.11)","(0.07, 0.18)",0.18
"(0.021, 0.021)","(0.0, 0.021)","(0.047, 0.068)","(0, 0.068)",0.068
"(0.025, 0.025)","(0.0325, 0.0575)","(0.195, 0.2525)","(0, 0.2525)",0.2525
"(0.03, 0.03)","(0.03, 0.06)","(0.06, 0.12)","(0.06, 0.18)",0.18
"(0.09, 0.09)","(0.09, 0.18)","(0.225, 0.405)","(0.0, 0.405)",0.405
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0, 0.0475)","(0.085, 0.1325)",0.1325
"(0.1075, 0.1075)","(0.12, 0.22749999999999998)","(0.23, 0.4575)","(0, 0.4575)",0.4575
"(0.1075, 0.1075)","(0.12, 0.22749999999999998)","(0.0, 0.22749999999999998)","(0, 0.22749999999999998)",0.22749999999999998
"(0.101, 0.101)","(0.0, 0.101)","(0.07, 0.171)","(0.352, 0.523)",0.523
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0, 0.0475)","(0.355, 0.40249999999999997)",0.40249999999999997
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0, 0.0475)","(0.1, 0.14750000000000002)",0.14750000000000002
"(0.021, 0.021)","(0.0235, 0.0445)","(0.9555, 1.0)","(0, 1.0)",1.0
"(0.025, 0.025)","(0.04, 0.065)","(0.0, 0.065)","(0.05, 0.115)",0.115
"(0.03, 0.03)","(0.15, 0.18)","(0.0, 0.18)","(0, 0.18)",0.18
"(0.03, 0.03)","(0.15, 0.18)","(0.12, 0.3)","(0, 0.3)",0.3
"(0.025, 0.025)","(0.0, 0.025)","(0.0375, 0.0625)","(0, 0.0625)",0.0625
"(0.073, 0.073)","(0.2578, 0.3308)","(0, 0.3308)","(0, 0.3308)",0.3308
"(0.03, 0.03)","(0.0, 0.03)","(0.22, 0.25)","(0, 0.25)",0.25
"(0.1025, 0.1025)","(0.1125, 0.215)","(0.0, 0.215)","(0, 0.215)",0.215
"(0.1025, 0.1025)","(0.1125, 0.215)","(0.215, 0.43)","(0, 0.43)",0.43
"(0.0, 0.0)","(0.0, 0.0)","(0.015, 0.015)","(0.2, 0.21500000000000002)",0.21500000000000002
"(0.0275, 0.0275)","(0.03, 0.057499999999999996)","(0, 0.057499999999999996)","(0, 0.057499999999999996)",0.057499999999999996
"(0.02, 0.02)","(0.01, 0.03)","(0.0162, 0.0462)","(0.3409, 0.3871)",0.3871
"(0.02, 0.02)","(0.01, 0.03)","(0.0162, 0.0462)","(0.0487, 0.0949)",0.0949
"(0.08, 0.08)","(0.1, 0.18)","(0.0, 0.18)","(0.0, 0.18)",0.18
"(0.021, 0.021)","(0.047, 0.068)","(0.1, 0.168)","(0, 0.168)",0.168
"(0.0275, 0.0275)","(0.0275, 0.055)","(0.0825, 0.1375)","(0, 0.1375)",0.1375
"(0.0905, 0.0905)","(0.08, 0.17049999999999998)","(0.0, 0.17049999999999998)","(0.0, 0.17049999999999998)",0.17049999999999998
"(0.075, 0.075)","(0.065, 0.14)","(0, 0.14)","(0, 0.14)",0.14
"(0.15, 0.15)","(0.12, 0.27)","(0.185, 0.455)","(0.0, 0.455)",0.455
"(0.15, 0.15)","(0.12, 0.27)","(0.185, 0.455)","(0.545, 1.0)",1.0
"(0.021, 0.021)","(0.01, 0.031)","(0.0, 0.031)","(0.0335, 0.0645)",0.0645
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.03, 0.0525)","(0.075, 0.1275)",0.1275
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.03, 0.0525)","(0.335, 0.3875)",0.3875
"(0.025, 0.025)","(0.03, 0.055)","(0.0, 0.055)","(0.1085, 0.1635)",0.1635
"(0.105, 0.105)","(0.1075, 0.2125)","(0, 0.2125)","(0, 0.2125)",0.2125
"(0.105, 0.105)","(0.348, 0.45299999999999996)","(0, 0.45299999999999996)","(0, 0.45299999999999996)",0.45299999999999996
"(0.2725, 0.2725)","(0.0, 0.2725)","(0.2, 0.47250000000000003)","(0, 0.47250000000000003)",0.47250000000000003
"(0.2725, 0.2725)","(0.0, 0.2725)","(0.0, 0.2725)","(0, 0.2725)",0.2725
"(0.07, 0.07)","(0.05, 0.12000000000000001)","(0.0, 0.12000000000000001)","(0.08, 0.2)",0.2
"(0.1025, 0.1025)","(0.11, 0.2125)","(0, 0.2125)","(0, 0.2125)",0.2125
"(0.135, 0.135)","(0.24, 0.375)","(0.0, 0.375)","(0.5662, 0.9412)",0.9412
"(0.115, 0.115)","(0.1175, 0.23249999999999998)","(0, 0.23249999999999998)","(0, 0.23249999999999998)",0.23249999999999998
"(0.03, 0.03)","(0.015, 0.045)","(0.0, 0.045)","(0.0225, 0.0675)",0.0675
"(0.085, 0.085)","(0.0, 0.085)","(0.115, 0.2)","(0.0, 0.2)",0.2
"(0.0678, 0.0678)","(0.0351, 0.10289999999999999)","(0, 0.10289999999999999)","(0, 0.10289999999999999)",0.10289999999999999
"(0.0678, 0.0678)","(0.0, 0.0678)","(0, 0.0678)","(0, 0.0678)",0.0678
"(0.0525, 0.0525)","(0.03, 0.08249999999999999)","(0.18, 0.26249999999999996)","(0, 0.26249999999999996)",0.26249999999999996
"(0.0215, 0.0215)","(0.0275, 0.049)","(0, 0.049)","(0, 0.049)",0.049
"(0.0332, 0.0332)","(0.0, 0.0332)","(0.0, 0.0332)","(0.0, 0.0332)",0.0332
"(0.0325, 0.0325)","(0.015, 0.0475)","(0.0712, 0.1187)","(0.0, 0.1187)",0.1187
"(0.03, 0.03)","(0.045, 0.075)","(0.25, 0.325)","(0, 0.325)",0.325
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0, 0.0222)","(0.0741, 0.0963)",0.0963
"(0.0325, 0.0325)","(0.0, 0.0325)","(0.0162, 0.0487)","(0.073, 0.1217)",0.1217
"(0.0, 0.0)","(0.0, 0.0)","(0.03, 0.03)","(0.13, 0.16)",0.16
"(0.025, 0.025)","(0.0, 0.025)","(0.0137, 0.0387)","(0.1648, 0.20350000000000001)",0.20350000000000001
"(0.0222, 0.0222)","(0.015, 0.0372)","(0.0, 0.0372)","(0.0794, 0.1166)",0.1166
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.02, 0.042499999999999996)","(0.1425, 0.185)",0.185
"(0.0, 0.0)","(0.0525, 0.0525)","(0, 0.0525)","(0, 0.0525)",0.0525
"(0.0225, 0.0225)","(0.0875, 0.10999999999999999)","(0, 0.10999999999999999)","(0, 0.10999999999999999)",0.10999999999999999
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.149, 0.17149999999999999)",0.17149999999999999
"(0.1977, 0.1977)","(0, 0.1977)","(0, 0.1977)","(0, 0.1977)",0.1977
"(0.0716, 0.0716)","(0, 0.0716)","(0, 0.0716)","(0, 0.0716)",0.0716
"(0.0255, 0.0255)","(0.0, 0.0255)","(0.0, 0.0255)","(0.084, 0.1095)",0.1095
"(0.2525, 0.2525)","(0.1275, 0.38)","(0.62, 1.0)","(0, 1.0)",1.0
"(0.2525, 0.2525)","(0.1275, 0.38)","(0.1925, 0.5725)","(0, 0.5725)",0.5725
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.065, 0.1125)","(0, 0.1125)",0.1125
"(0.03, 0.03)","(0.03, 0.06)","(0.03, 0.09)","(0, 0.09)",0.09
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0123, 0.0345)","(0.0, 0.0345)",0.0345
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0123, 0.0345)","(0.037, 0.07150000000000001)",0.07150000000000001
"(0.075, 0.075)","(0.1025, 0.1775)","(0, 0.1775)","(0, 0.1775)",0.1775
"(0.02, 0.02)","(0.175, 0.19499999999999998)","(0, 0.19499999999999998)","(0, 0.19499999999999998)",0.19499999999999998
"(0.0, 0.0)","(0.0, 0.0)","(0.02, 0.02)","(0.053, 0.073)",0.073
"(0.1, 0.1)","(0.08, 0.18)","(0.0, 0.18)","(0.2, 0.38)",0.38
"(0.03, 0.03)","(0.035, 0.065)","(0.0, 0.065)","(0.275, 0.34)",0.34
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.154, 0.1965)","(0, 0.1965)",0.1965
"(0.021, 0.021)","(0.015, 0.036000000000000004)","(0.0, 0.036000000000000004)","(0.025, 0.061000000000000006)",0.061000000000000006
"(0.03, 0.03)","(0.04, 0.07)","(0.1, 0.17)","(0, 0.17)",0.17
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.045, 0.0675)","(0.0999, 0.1674)",0.1674
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0125, 0.035)","(0.075, 0.11)",0.11
"(0.135, 0.135)","(0.275, 0.41000000000000003)","(0, 0.41000000000000003)","(0, 0.41000000000000003)",0.41000000000000003
"(0.021, 0.021)","(0.0235, 0.0445)","(0.214, 0.2585)","(0, 0.2585)",0.2585
"(0.021, 0.021)","(0.0235, 0.0445)","(0.04, 0.08449999999999999)","(0, 0.08449999999999999)",0.08449999999999999
"(0.035, 0.035)","(0.025, 0.060000000000000005)","(0.09, 0.15)","(0, 0.15)",0.15
"(0.025, 0.025)","(0.0, 0.025)","(0.03, 0.055)","(0, 0.055)",0.055
"(0.1, 0.1)","(0.0, 0.1)","(0.1537, 0.25370000000000004)","(0, 0.25370000000000004)",0.25370000000000004
"(0.073, 0.073)","(0.0, 0.073)","(0.08, 0.153)","(0, 0.153)",0.153
"(0.101, 0.101)","(0.085, 0.186)","(0.0, 0.186)","(0.0, 0.186)",0.186
"(0.02, 0.02)","(0.0, 0.02)","(0.025, 0.045)","(0.0, 0.045)",0.045
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0275, 0.05)","(0, 0.05)",0.05
"(0.305, 0.305)","(0, 0.305)","(0, 0.305)","(0, 0.305)",0.305
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.09, 0.1325)",0.1325
"(0.025, 0.025)","(0.0, 0.025)","(0.12, 0.145)","(0.15, 0.295)",0.295
"(0.03, 0.03)","(0.03, 0.06)","(0.06, 0.12)","(0.09, 0.21)",0.21
"(0.021, 0.021)","(0.0535, 0.0745)","(0, 0.0745)","(0, 0.0745)",0.0745
"(0.085, 0.085)","(0.0, 0.085)","(0.0, 0.085)","(0.135, 0.22000000000000003)",0.22000000000000003
"(0.105, 0.105)","(0.154, 0.259)","(0, 0.259)","(0, 0.259)",0.259
"(0.021, 0.021)","(0.0, 0.021)","(0.019, 0.04)","(0.0637, 0.10370000000000001)",0.10370000000000001
"(0.02, 0.02)","(0.07, 0.09000000000000001)","(0.0462, 0.13620000000000002)","(0.0, 0.13620000000000002)",0.13620000000000002
"(0.115, 0.115)","(0.07, 0.185)","(0, 0.185)","(0, 0.185)",0.185
"(0.0, 0.0)","(0.01, 0.01)","(0.06, 0.06999999999999999)","(0.12, 0.19)",0.19
"(0.02, 0.02)","(0.015, 0.035)","(0.0, 0.035)","(0.11, 0.14500000000000002)",0.14500000000000002
"(0.065, 0.065)","(0.035, 0.1)","(0.0, 0.1)","(0.0, 0.1)",0.1
"(0.065, 0.065)","(0.035, 0.1)","(0.0, 0.1)","(0.215, 0.315)",0.315
"(0.025, 0.025)","(0.035, 0.060000000000000005)","(0.0, 0.060000000000000005)","(0.1, 0.16)",0.16
"(0.021, 0.021)","(0.104, 0.125)","(0.875, 1.0)","(0, 1.0)",1.0
"(0.0612, 0.0612)","(0.042, 0.1032)","(0.07, 0.17320000000000002)","(0.0, 0.17320000000000002)",0.17320000000000002
"(0.025, 0.025)","(0.03, 0.055)","(0.0, 0.055)","(0.075, 0.13)",0.13
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.04, 0.0687)","(0.0, 0.0687)",0.0687
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.04, 0.0687)","(0.1424, 0.2111)",0.2111
"(0.0825, 0.0825)","(0.045, 0.1275)","(0.0, 0.1275)","(0.2025, 0.33)",0.33
"(0.03, 0.03)","(0.015, 0.045)","(0.045, 0.09)","(0, 0.09)",0.09
"(0.03, 0.03)","(0.03, 0.06)","(0.08, 0.14)","(0.28, 0.42000000000000004)",0.42000000000000004
"(0.11, 0.11)","(0.0, 0.11)","(0.0, 0.11)","(0.115, 0.225)",0.225
"(0.025, 0.025)","(0.035, 0.060000000000000005)","(0.08, 0.14)","(0, 0.14)",0.14
"(0.021, 0.021)","(0.0115, 0.0325)","(0.0, 0.0325)","(0.06, 0.0925)",0.0925
"(0.0, 0.0)","(0.01, 0.01)","(0.04, 0.05)","(0.03, 0.08)",0.08
"(0.0, 0.0)","(0.01, 0.01)","(0.04, 0.05)","(0.39, 0.44)",0.44
"(0.1925, 0.1925)","(0, 0.1925)","(0, 0.1925)","(0, 0.1925)",0.1925
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.0725, 0.11499999999999999)","(0, 0.11499999999999999)",0.11499999999999999
"(0.02, 0.02)","(0.0, 0.02)","(0.03, 0.05)","(0, 0.05)",0.05
"(0.08, 0.08)","(0.0825, 0.1625)","(0, 0.1625)","(0, 0.1625)",0.1625
"(0.02, 0.02)","(0.1587, 0.1787)","(0.1812, 0.3599)","(0.6401, 1.0)",1.0
"(0.02, 0.02)","(0.1587, 0.1787)","(0.1812, 0.3599)","(0.0, 0.3599)",0.3599
"(0.025, 0.025)","(0.013, 0.038)","(0.2605, 0.2985)","(0.0, 0.2985)",0.2985
"(0.025, 0.025)","(0.013, 0.038)","(0.2605, 0.2985)","(0.7015, 1.0)",1.0
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.036, 0.0647)","(0.0, 0.0647)",0.0647
"(0.027, 0.027)","(0.0, 0.027)","(0.0, 0.027)","(0, 0.027)",0.027
"(0.027, 0.027)","(0.0, 0.027)","(0.118, 0.145)","(0, 0.145)",0.145
"(0.075, 0.075)","(0.0, 0.075)","(0.0555, 0.1305)","(0, 0.1305)",0.1305
"(0.0275, 0.0275)","(0.0, 0.0275)","(0.02, 0.0475)","(0, 0.0475)",0.0475
"(0.0235, 0.0235)","(0.0, 0.0235)","(0.014, 0.0375)","(0.025, 0.0625)",0.0625
"(0.1305, 0.1305)","(0, 0.1305)","(0, 0.1305)","(0, 0.1305)",0.1305
"(0.07, 0.07)","(0.035, 0.10500000000000001)","(0, 0.10500000000000001)","(0, 0.10500000000000001)",0.10500000000000001
"(0.0, 0.0)","(0.02, 0.02)","(0.0, 0.02)","(0.03, 0.05)",0.05
"(0.1375, 0.1375)","(0.1375, 0.275)","(0, 0.275)","(0, 0.275)",0.275
"(0.1375, 0.1375)","(0.0, 0.1375)","(0, 0.1375)","(0, 0.1375)",0.1375
"(0.095, 0.095)","(0.2725, 0.36750000000000005)","(0, 0.36750000000000005)","(0, 0.36750000000000005)",0.36750000000000005
"(0.025, 0.025)","(0.015, 0.04)","(0.055, 0.095)","(0, 0.095)",0.095
"(0.0725, 0.0725)","(0.0, 0.0725)","(0.12, 0.1925)","(0, 0.1925)",0.1925
"(0.0375, 0.0375)","(0, 0.0375)","(0, 0.0375)","(0, 0.0375)",0.0375
"(0.021, 0.021)","(0.0, 0.021)","(0.0, 0.021)","(0.018, 0.039)",0.039
"(0.0205, 0.0205)","(0.015, 0.035500000000000004)","(0, 0.035500000000000004)","(0, 0.035500000000000004)",0.035500000000000004
"(0.025, 0.025)","(0.06, 0.08499999999999999)","(0.0, 0.08499999999999999)","(0.1312, 0.2162)",0.2162
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.0375, 0.0625)",0.0625
"(0.0235, 0.0235)","(0.0285, 0.052000000000000005)","(0.0, 0.052000000000000005)","(0.065, 0.117)",0.117
"(0.02, 0.02)","(0.015, 0.035)","(0.15, 0.185)","(0, 0.185)",0.185
"(0.021, 0.021)","(0.0, 0.021)","(0.0, 0.021)","(0.1302, 0.1512)",0.1512
"(0.0375, 0.0375)","(0.0, 0.0375)","(0.0, 0.0375)","(0.042, 0.0795)",0.0795
"(0.125, 0.125)","(0.185, 0.31)","(0.0, 0.31)","(0.69, 1.0)",1.0
"(0.125, 0.125)","(0.185, 0.31)","(0.0, 0.31)","(0.155, 0.46499999999999997)",0.46499999999999997
"(0.0225, 0.0225)","(0.01, 0.0325)","(0.14, 0.17250000000000001)","(0, 0.17250000000000001)",0.17250000000000001
"(0.0225, 0.0225)","(0.01, 0.0325)","(0.0, 0.0325)","(0, 0.0325)",0.0325
"(0.0235, 0.0235)","(0.0, 0.0235)","(0.0, 0.0235)","(0.0235, 0.047)",0.047
"(0.021, 0.021)","(0.0, 0.021)","(0.02, 0.041)","(0.0, 0.041)",0.041
"(0.065, 0.065)","(0.06, 0.125)","(0, 0.125)","(0, 0.125)",0.125
"(0.025, 0.025)","(0.01, 0.035)","(0.0, 0.035)","(0.0375, 0.07250000000000001)",0.07250000000000001
"(0.075, 0.075)","(0.06, 0.135)","(0.186, 0.321)","(0, 0.321)",0.321
"(0.02, 0.02)","(0.055, 0.075)","(0, 0.075)","(0, 0.075)",0.075
"(0.09, 0.09)","(0.21, 0.3)","(0.0, 0.3)","(0, 0.3)",0.3
"(0.09, 0.09)","(0.21, 0.3)","(0.15, 0.44999999999999996)","(0, 0.44999999999999996)",0.44999999999999996
"(0.025, 0.025)","(0.03, 0.055)","(0.095, 0.15)","(0.225, 0.375)",0.375
"(0.167, 0.167)","(0.085, 0.252)","(0, 0.252)","(0, 0.252)",0.252
"(0.167, 0.167)","(0.17, 0.337)","(0, 0.337)","(0, 0.337)",0.337
"(0.0225, 0.0225)","(0.07, 0.0925)","(0, 0.0925)","(0, 0.0925)",0.0925
"(0.075, 0.075)","(0.0, 0.075)","(0.075, 0.15)","(0.165, 0.315)",0.315
"(0.025, 0.025)","(0.0, 0.025)","(0.0725, 0.0975)","(0, 0.0975)",0.0975
"(0.0225, 0.0225)","(0.07, 0.0925)","(0.08, 0.1725)","(0, 0.1725)",0.1725
"(0.02, 0.02)","(0.015, 0.035)","(0.0187, 0.053700000000000005)","(0, 0.053700000000000005)",0.053700000000000005
"(0.021, 0.021)","(0.0, 0.021)","(0.039, 0.06)","(0.1075, 0.16749999999999998)",0.16749999999999998
"(0.1161, 0.1161)","(0, 0.1161)","(0, 0.1161)","(0, 0.1161)",0.1161
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.0505, 0.0792)","(0, 0.0792)",0.0792
"(0.115, 0.115)","(0.075, 0.19)","(0.1825, 0.3725)","(0.6275, 1.0)",1.0
"(0.0225, 0.0225)","(0.0135, 0.036)","(0.0, 0.036)","(0.0, 0.036)",0.036
"(0.021, 0.021)","(0.1585, 0.1795)","(0.12, 0.2995)","(0.7005, 1.0)",1.0
"(0.03, 0.03)","(0.0, 0.03)","(0.02, 0.05)","(0.05, 0.1)",0.1
"(0.111, 0.111)","(0, 0.111)","(0, 0.111)","(0, 0.111)",0.111
"(0.2025, 0.2025)","(0, 0.2025)","(0, 0.2025)","(0, 0.2025)",0.2025
"(0.025, 0.025)","(0.0, 0.025)","(0.045, 0.07)","(0.125, 0.195)",0.195
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.075, 0.0975)",0.0975
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0, 0.0475)","(0.0725, 0.12)",0.12
"(0.105, 0.105)","(0.07, 0.175)","(0.305, 0.48)","(0, 0.48)",0.48
"(0.105, 0.105)","(0.07, 0.175)","(0.12, 0.295)","(0, 0.295)",0.295
"(0.025, 0.025)","(0.175, 0.19999999999999998)","(0, 0.19999999999999998)","(0, 0.19999999999999998)",0.19999999999999998
"(0.1225, 0.1225)","(0.125, 0.2475)","(0.2999, 0.5474)","(0, 0.5474)",0.5474
"(0.11, 0.11)","(0.115, 0.225)","(0, 0.225)","(0, 0.225)",0.225
"(0.02, 0.02)","(0.0, 0.02)","(0.0225, 0.042499999999999996)","(0.27, 0.3125)",0.3125
"(0.025, 0.025)","(0.013, 0.038)","(0, 0.038)","(0, 0.038)",0.038
"(0.101, 0.101)","(0.0, 0.101)","(0, 0.101)","(0, 0.101)",0.101
"(0.101, 0.101)","(0.1125, 0.21350000000000002)","(0, 0.21350000000000002)","(0, 0.21350000000000002)",0.21350000000000002
"(0.0725, 0.0725)","(0.0, 0.0725)","(0.08, 0.1525)","(0, 0.1525)",0.1525
"(0.115, 0.115)","(0.12, 0.235)","(0.24, 0.475)","(0, 0.475)",0.475
"(0.03, 0.03)","(0.1625, 0.1925)","(0.0, 0.1925)","(0.1925, 0.385)",0.385
"(0.055, 0.055)","(0, 0.055)","(0, 0.055)","(0, 0.055)",0.055
"(0.2093, 0.2093)","(0, 0.2093)","(0, 0.2093)","(0, 0.2093)",0.2093
"(0.0225, 0.0225)","(0.015, 0.0375)","(0.0, 0.0375)","(0.05, 0.0875)",0.0875
"(0.0225, 0.0225)","(0.015, 0.0375)","(0.0, 0.0375)","(0.9625, 1.0)",1.0
"(0.167, 0.167)","(0.07, 0.23700000000000002)","(0.16, 0.397)","(0.603, 1.0)",1.0
"(0.167, 0.167)","(0.07, 0.23700000000000002)","(0.16, 0.397)","(0.0, 0.397)",0.397
"(0.025, 0.025)","(0.0, 0.025)","(0.0225, 0.0475)","(0.9525, 1.0)",1.0
"(0.03, 0.03)","(0.06, 0.09)","(0.18, 0.27)","(0.73, 1.0)",1.0
"(0.02, 0.02)","(0.0, 0.02)","(0.03, 0.05)","(0.14, 0.19)",0.19
"(0.04, 0.04)","(0.16, 0.2)","(0, 0.2)","(0, 0.2)",0.2
"(0.025, 0.025)","(0.0175, 0.0425)","(0.12, 0.1625)","(0.0, 0.1625)",0.1625
"(0.0925, 0.0925)","(0.08, 0.1725)","(0.0, 0.1725)","(0, 0.1725)",0.1725
"(0.0925, 0.0925)","(0.08, 0.1725)","(0.215, 0.38749999999999996)","(0, 0.38749999999999996)",0.38749999999999996
"(0.0225, 0.0225)","(0.0135, 0.036)","(0.041, 0.077)","(0.082, 0.159)",0.159
"(0.0, 0.0)","(0.0, 0.0)","(0.01, 0.01)","(0.02, 0.03)",0.03
"(0.0912, 0.0912)","(0.1924, 0.28359999999999996)","(0, 0.28359999999999996)","(0, 0.28359999999999996)",0.28359999999999996
"(0.0475, 0.0475)","(0.055, 0.10250000000000001)","(0, 0.10250000000000001)","(0, 0.10250000000000001)",0.10250000000000001
"(0.215, 0.215)","(0.0, 0.215)","(0.135, 0.35)","(0.0, 0.35)",0.35
"(0.215, 0.215)","(0.0, 0.215)","(0.135, 0.35)","(0.65, 1.0)",1.0
"(0.0275, 0.0275)","(0.0, 0.0275)","(0.0, 0.0275)","(0.09, 0.1175)",0.1175
"(0.02, 0.02)","(0.255, 0.275)","(0, 0.275)","(0, 0.275)",0.275
"(0.02, 0.02)","(0.0925, 0.1125)","(0, 0.1125)","(0, 0.1125)",0.1125
"(0.0725, 0.0725)","(0.105, 0.1775)","(0.2, 0.3775)","(0.6225, 1.0)",1.0
"(0.0725, 0.0725)","(0.105, 0.1775)","(0.2, 0.3775)","(0.0, 0.3775)",0.3775
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.032, 0.0545)",0.0545
"(0.02, 0.02)","(0.0, 0.02)","(0.05, 0.07)","(0.0, 0.07)",0.07
"(0.02, 0.02)","(0.0, 0.02)","(0.05, 0.07)","(0.15, 0.22)",0.22
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0444, 0.0669)","(0, 0.0669)",0.0669
"(0.02, 0.02)","(0.05, 0.07)","(0.19, 0.26)","(0.74, 1.0)",1.0
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.015, 0.0375)","(0.02, 0.057499999999999996)",0.057499999999999996
"(0.025, 0.025)","(0.0, 0.025)","(0.0375, 0.0625)","(0.0945, 0.157)",0.157
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.02, 0.042499999999999996)","(0.09, 0.1325)",0.1325
"(0.04, 0.04)","(0.065, 0.10500000000000001)","(0.0, 0.10500000000000001)","(0, 0.10500000000000001)",0.10500000000000001
"(0.04, 0.04)","(0.065, 0.10500000000000001)","(0.15, 0.255)","(0, 0.255)",0.255
"(0.02, 0.02)","(0.015, 0.035)","(0.0, 0.035)","(0.03, 0.065)",0.065
"(0.085, 0.085)","(0.12, 0.20500000000000002)","(0.14, 0.34500000000000003)","(0.655, 1.0)",1.0
"(0.085, 0.085)","(0.12, 0.20500000000000002)","(0.14, 0.34500000000000003)","(0.0, 0.34500000000000003)",0.34500000000000003
"(0.07, 0.07)","(0.085, 0.15500000000000003)","(0.0, 0.15500000000000003)","(0, 0.15500000000000003)",0.15500000000000003
"(0.07, 0.07)","(0.085, 0.15500000000000003)","(0.25, 0.405)","(0, 0.405)",0.405
"(0.04, 0.04)","(0.025, 0.065)","(0, 0.065)","(0, 0.065)",0.065
"(0.02, 0.02)","(0.0, 0.02)","(0.018, 0.038)","(0.08, 0.118)",0.118
"(0.0225, 0.0225)","(0.015, 0.0375)","(0.0, 0.0375)","(0.25, 0.2875)",0.2875
"(0.02, 0.02)","(0.18, 0.19999999999999998)","(0.3037, 0.5037)","(0.0, 0.5037)",0.5037
"(0.0681, 0.0681)","(0.0378, 0.1059)","(0.2268, 0.3327)","(0, 0.3327)",0.3327
"(0.03, 0.03)","(0.02, 0.05)","(0.075, 0.125)","(0.25, 0.375)",0.375
"(0.025, 0.025)","(0.0412, 0.06620000000000001)","(0.0, 0.06620000000000001)","(0.0687, 0.13490000000000002)",0.13490000000000002
"(0.03, 0.03)","(0.03, 0.06)","(0.18, 0.24)","(0, 0.24)",0.24
"(0.025, 0.025)","(0.0, 0.025)","(0.045, 0.07)","(0.0, 0.07)",0.07
"(0.0232, 0.0232)","(0.0257, 0.0489)","(0, 0.0489)","(0, 0.0489)",0.0489
"(0.0232, 0.0232)","(0.0, 0.0232)","(0, 0.0232)","(0, 0.0232)",0.0232
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.025, 0.025)",0.025
"(0.02, 0.02)","(0.0112, 0.0312)","(0.0675, 0.09870000000000001)","(0, 0.09870000000000001)",0.09870000000000001
"(0.11, 0.11)","(0.085, 0.195)","(0.0, 0.195)","(0.0, 0.195)",0.195
"(0.03, 0.03)","(0.035, 0.065)","(0.0, 0.065)","(0.19, 0.255)",0.255
"(0.03, 0.03)","(0.035, 0.065)","(0.0, 0.065)","(0.0, 0.065)",0.065
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0175, 0.04)","(0.0637, 0.10370000000000001)",0.10370000000000001
"(0.02, 0.02)","(0.0135, 0.0335)","(0.0, 0.0335)","(0.072, 0.1055)",0.1055
