blinds,stacks,pre_flop_bets,flop_bets,turn_bets,river_bets
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Pluribus': 1062}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlonde': 225}","{'MrBlonde': 0, 'Bill': 0}","{'MrBlonde': 0, 'Bill': 0}","{'MrBlonde': 0, 'Bill': 150}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 225}","{'Eddie': 0, 'MrWhite': 0}","{'Eddie': 0, 'MrWhite': 0}","{'Eddie': 150, 'MrWhite': 150}"
"[50, 100]","[10000, 10000]","{'Pluribus': 300, 'MrOrange': 900}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlonde': 200}","{'MrBlonde': 0, 'Pluribus': 0}","{'MrBlonde': 0, 'Pluribus': 0}","{'MrBlonde': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 350, 'Bill': 350}","{'Eddie': 225, 'Bill': 225}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 350, 'Bill': 350}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrWhite': 250}","{'MrWhite': 0, 'MrBlonde': 300}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Bill': 225}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 375, 'Pluribus': 375}","{'Bill': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 1100, 'MrOrange': 1100}","{'MrOrange': 750, 'Pluribus': 2650}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 750, 'MrBlonde': 750}","{'MrOrange': 550, 'MrBlonde': 550}","{'MrOrange': 0, 'MrBlonde': 0}","{'MrOrange': 0, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Bill': 200}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 325, 'Bill': 325}","{'Eddie': 400, 'Bill': 400}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Pluribus': 612}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 675, 'MrWhite': 675}","{'Bill': 750, 'MrWhite': 750}","{'Bill': 0, 'MrWhite': 0}","{'Bill': 0, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Bill': 225}","{'Bill': 0, 'MrWhite': 0}","{'Bill': 0, 'MrWhite': 0}","{'Bill': 0, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 0, 'Eddie': 450}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrOrange': 225}","{'MrOrange': 0, 'MrWhite': 0}","{'MrOrange': 700, 'MrWhite': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlonde': 225}","{'MrBlonde': 0, 'Pluribus': 500}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 0, 'Eddie': 100}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Bill': 800}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrWhite': 200}","{'MrWhite': 0, 'Pluribus': 0}","{'MrWhite': 0, 'Pluribus': 0}","{'MrWhite': 0, 'Pluribus': 225}"
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 1000}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 0, 'Eddie': 500}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 800, 'Bill': 800}","{'MrWhite': 0, 'Bill': 0}","{'MrWhite': 875, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrWhite': 200}","{'MrWhite': 500, 'Eddie': 500}","{'MrWhite': 1200, 'Eddie': 1200}","{'MrWhite': 0, 'Eddie': 8100}"
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 450, 'MrBlonde': 450}","{'MrWhite': 1000, 'MrBlonde': 1000}","{'MrWhite': 0, 'MrBlonde': 8250}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 300, 'Eddie': 300}","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 200, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrOrange': 320}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 750, 'Pluribus': 750}","{'Bill': 825, 'Pluribus': 825}","{'Bill': 2475, 'Pluribus': 2475}","{'Bill': 5950, 'Pluribus': 5950}"
"[50, 100]","[10000, 10000]","{'MrOrange': 215, 'Bill': 215}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 360, 'MrOrange': 360}","{'Bill': 600, 'MrOrange': 600}"
"[50, 100]","[10000, 10000]","{'Bill': 300, 'Pluribus': 300}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 300, 'Pluribus': 300}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 100, 'MrOrange': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 800, 'MrWhite': 800}","{'MrWhite': 1237, 'MrBlonde': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 244, 'MrBlonde': 244}","{'MrBlonde': 0, 'MrOrange': 0}","{'MrBlonde': 0, 'MrOrange': 444}",{}
"[50, 100]","[10000, 10000]","{'Bill': 350, 'MrOrange': 350}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 0}","{'Bill': 0, 'MrOrange': 455}"
"[50, 100]","[10000, 10000]","{'MrOrange': 0, 'MrWhite': 275}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Eddie': 750}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Pluribus': 681}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlonde': 200}","{'MrBlonde': 0, 'Pluribus': 0}","{'MrBlonde': 0, 'Pluribus': 0}","{'MrBlonde': 250, 'Pluribus': 250}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Bill': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 0, 'Pluribus': 0}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 125, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrOrange': 200}","{'Pluribus': 125, 'MrOrange': 125}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 650, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrWhite': 925}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 350, 'Bill': 350}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 525, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Eddie': 200}","{'MrOrange': 0, 'Eddie': 0}","{'MrOrange': 0, 'Eddie': 0}","{'MrOrange': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrOrange': 200}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 400, 'MrOrange': 400}","{'Pluribus': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 225}","{'Eddie': 0, 'MrWhite': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 300, 'MrWhite': 300}","{'MrOrange': 0, 'MrWhite': 0}","{'MrOrange': 875, 'MrWhite': 0}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 225, 'Eddie': 225}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 200, 'MrOrange': 200}","{'Eddie': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 1000, 'Bill': 1000}","{'Bill': 550, 'MrOrange': 550}","{'Bill': 2362, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 325, 'MrWhite': 325}","{'MrOrange': 0, 'MrWhite': 487}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Bill': 625}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 1050, 'MrBlonde': 1050}","{'MrBlonde': 1200, 'MrWhite': 1200}","{'MrBlonde': 2400, 'MrWhite': 7750}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrWhite': 250}","{'MrWhite': 0, 'Pluribus': 0}","{'MrWhite': 0, 'Pluribus': 0}","{'MrWhite': 0, 'Pluribus': 412}"
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 450, 'MrBlonde': 450}","{'MrWhite': 1125, 'MrBlonde': 1125}","{'MrWhite': 2125, 'MrBlonde': 2125}"
"[50, 100]","[10000, 10000]","{'Bill': 2375, 'MrBlonde': 2375}","{'MrBlonde': 0, 'Bill': 1975}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 1000, 'Bill': 1000}","{'Eddie': 0, 'Bill': 800}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlonde': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'Bill': 350}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 900, 'Pluribus': 900}","{'Bill': 0, 'Pluribus': 900}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrWhite': 260}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrWhite': 250}","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 0, 'MrBlonde': 0}","{'MrWhite': 0, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 1987, 'MrOrange': 650}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 2000, 'MrBlonde': 750}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'MrOrange': 250}","{'MrOrange': 0, 'MrBlonde': 0}","{'MrOrange': 175, 'MrBlonde': 0}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrOrange': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 300, 'MrBlonde': 300}","{'MrWhite': 300, 'MrBlonde': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 225}","{'Eddie': 0, 'MrWhite': 412}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 612, 'MrWhite': 612}","{'MrOrange': 687, 'MrWhite': 687}","{'MrOrange': 0, 'MrWhite': 0}","{'MrOrange': 0, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 287, 'MrOrange': 287}","{'MrOrange': 0, 'Bill': 312}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrWhite': 225}","{'MrWhite': 0, 'Pluribus': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'Bill': 0}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Pluribus': 250}","{'Pluribus': 0, 'MrBlonde': 0}","{'Pluribus': 0, 'MrBlonde': 0}","{'Pluribus': 0, 'MrBlonde': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrOrange': 200}","{'MrOrange': 500, 'Eddie': 500}","{'MrOrange': 0, 'Eddie': 0}","{'MrOrange': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlonde': 225}","{'MrBlonde': 250, 'Bill': 250}","{'MrBlonde': 0, 'Bill': 0}","{'MrBlonde': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'Eddie': 225}","{'Eddie': 0, 'MrWhite': 0}","{'Eddie': 0, 'MrWhite': 0}","{'Eddie': 0, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'Bill': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'MrWhite': 200}","{'MrOrange': 0, 'MrWhite': 0}","{'MrOrange': 700, 'MrWhite': 700}","{'MrOrange': 3300, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrOrange': 250}","{'Pluribus': 250, 'MrOrange': 250}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 350, 'MrWhite': 350}","{'MrOrange': 250, 'MrWhite': 250}","{'MrOrange': 0, 'MrWhite': 0}","{'MrOrange': 1650, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 232, 'Eddie': 232}","{'Eddie': 199, 'MrOrange': 199}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 300, 'Bill': 300}","{'Eddie': 0, 'Bill': 400}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 300, 'Pluribus': 300}","{'Bill': 0, 'Pluribus': 300}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrWhite': 800}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'Bill': 350}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 247, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrWhite': 200}","{'MrWhite': 135, 'Eddie': 135}","{'MrWhite': 0, 'Eddie': 0}","{'MrWhite': 540, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 1150, 'Eddie': 1150}","{'Eddie': 1700, 'MrBlonde': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 1050, 'Pluribus': 1050}","{'Bill': 1050, 'Pluribus': 1050}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 4200, 'Pluribus': 4200}"
"[50, 100]","[10000, 10000]","{'Pluribus': 1100, 'MrOrange': 1100}","{'MrOrange': 888, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 300, 'Eddie': 300}","{'MrBlonde': 0, 'Eddie': 0}","{'MrBlonde': 0, 'Eddie': 600}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Eddie': 200}","{'MrOrange': 0, 'Eddie': 0}","{'MrOrange': 0, 'Eddie': 550}",{}
"[50, 100]","[10000, 10000]","{'Bill': 287, 'MrOrange': 287}","{'MrOrange': 312, 'Bill': 312}","{'MrOrange': 400, 'Bill': 400}","{'MrOrange': 0, 'Bill': 675}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Pluribus': 225}","{'Bill': 450, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlonde': 250, 'Bill': 250}","{'Bill': 250, 'MrBlonde': 250}","{'Bill': 0, 'MrBlonde': 0}","{'Bill': 525, 'MrBlonde': 525}"
"[50, 100]","[10000, 10000]","{'MrBlonde': 1050, 'Bill': 1050}","{'Bill': 0, 'MrBlonde': 0}","{'Bill': 0, 'MrBlonde': 0}","{'Bill': 1450, 'MrBlonde': 1450}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrWhite': 200}","{'MrWhite': 0, 'Eddie': 0}","{'MrWhite': 337, 'Eddie': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlonde': 200}","{'MrBlonde': 0, 'Pluribus': 225}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 625, 'Bill': 625}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 0, 'Bill': 450}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Budd': 225}","{'Budd': 0, 'MrBlue': 0}","{'Budd': 0, 'MrBlue': 375}",{}
"[50, 100]","[10000, 10000]","{'MrOrange': 250, 'Bill': 250}","{'MrOrange': 350, 'Bill': 350}","{'MrOrange': 1000, 'Bill': 1000}","{'MrOrange': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrBlue': 225}","{'MrBlue': 175, 'Budd': 175}","{'MrBlue': 0, 'Budd': 0}","{'MrBlue': 0, 'Budd': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrWhite': 250}","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 125, 'MrWhite': 125}","{'Pluribus': 375, 'MrWhite': 375}"
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrWhite': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 1100, 'MrOrange': 1100}","{'MrOrange': 0, 'Pluribus': 0}","{'MrOrange': 562, 'Pluribus': 562}","{'MrOrange': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 234, 'MrBlue': 234}","{'MrBlue': 0, 'MrOrange': 150}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 825, 'Bill': 825}","{'Pluribus': 2200, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Pluribus': 1325}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlue': 780}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 1000, 'Bill': 1000}","{'Bill': 1025, 'MrBlue': 1025}","{'Bill': 2600, 'MrBlue': 2600}","{'Bill': 0, 'MrBlue': 5375}"
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Budd': 175}",{},{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'Pluribus': 225}","{'Pluribus': 0, 'Budd': 0}","{'Pluribus': 125, 'Budd': 125}","{'Pluribus': 375, 'Budd': 375}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrWhite': 225}","{'MrWhite': 0, 'MrBlue': 200}",{},{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Budd': 0}","{'MrBlue': 0, 'Budd': 0}","{'MrBlue': 0, 'Budd': 375}"
"[50, 100]","[10000, 10000]","{'Bill': 1825, 'MrWhite': 1825}","{'MrWhite': 8175, 'Bill': 1000}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Budd': 225}","{'Budd': 0, 'Bill': 300}",{},{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'Pluribus': 225}","{'Pluribus': 650, 'Budd': 650}","{'Pluribus': 0, 'Budd': 0}","{'Pluribus': 900, 'Budd': 900}"
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 100, 'MrWhite': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 900, 'Budd': 900}","{'Budd': 650, 'MrWhite': 650}","{'Budd': 0, 'MrWhite': 0}","{'Budd': 0, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Bill': 225}","{'Bill': 0, 'MrBlue': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 225}","{'MrBlue': 0, 'MrWhite': 0}","{'MrBlue': 0, 'MrWhite': 0}","{'MrBlue': 375, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'Budd': 250}","{'Budd': 275, 'Pluribus': 275}","{'Budd': 0, 'Pluribus': 0}","{'Budd': 375, 'Pluribus': 375}"
"[50, 100]","[10000, 10000]","{'MrWhite': 2400, 'MrOrange': 1150}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Pluribus': 225}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 275, 'Bill': 275}","{'Pluribus': 0, 'Bill': 750}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 225}","{'MrBlue': 0, 'MrWhite': 0}","{'MrBlue': 0, 'MrWhite': 0}","{'MrBlue': 0, 'MrWhite': 250}"
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrWhite': 225}","{'MrWhite': 375, 'Budd': 375}","{'MrWhite': 0, 'Budd': 937}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrWhite': 225}","{'Pluribus': 0, 'MrWhite': 0}","{'Pluribus': 900, 'MrWhite': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 1150, 'MrOrange': 1150}","{'MrOrange': 888, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 287, 'Budd': 900}",{},{},{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrWhite': 225}","{'MrWhite': 1000, 'Budd': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrWhite': 225}","{'Bill': 450, 'MrWhite': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 1000, 'Bill': 1000}","{'Bill': 1250, 'MrWhite': 1250}","{'Bill': 2275, 'MrWhite': 2275}","{'Bill': 5475, 'MrWhite': 5475}"
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 275, 'Bill': 275}","{'Pluribus': 275, 'Bill': 275}","{'Pluribus': 0, 'Bill': 550}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Budd': 225}","{'Budd': 0, 'Bill': 0}","{'Budd': 0, 'Bill': 0}","{'Budd': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 1150, 'MrOrange': 1150}","{'MrOrange': 850, 'MrWhite': 850}","{'MrOrange': 100, 'MrWhite': 100}","{'MrOrange': 3300, 'MrWhite': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 2300, 'Bill': 2300}","{'Bill': 7700, 'MrWhite': 7700}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Pluribus': 200}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 450, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrWhite': 225}","{'MrWhite': 0, 'Budd': 0}","{'MrWhite': 0, 'Budd': 0}","{'MrWhite': 375, 'Budd': 375}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 250, 'Pluribus': 250}"
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Budd': 0}","{'MrBlue': 0, 'Budd': 375}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'Pluribus': 300}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 900, 'Pluribus': 900}"
"[50, 100]","[10000, 10000]","{'Budd': 300, 'MrOrange': 300}","{'Budd': 450, 'MrOrange': 450}","{'Budd': 1337, 'MrOrange': 1337}","{'Budd': 0, 'MrOrange': 2650}"
"[50, 100]","[10000, 10000]","{'MrOrange': 233, 'Bill': 950}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 208, 'Pluribus': 208}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 780, 'MrBlue': 780}","{'Bill': 0, 'MrBlue': 0}","{'Bill': 600, 'MrBlue': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'Budd': 250}","{'Budd': 0, 'Pluribus': 0}","{'Budd': 0, 'Pluribus': 0}","{'Budd': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 250, 'Bill': 850}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrWhite': 720, 'Budd': 720}","{'MrWhite': 450, 'Budd': 450}","{'MrWhite': 0, 'Budd': 900}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrWhite': 850}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 1100, 'Bill': 1100}","{'Bill': 750, 'Pluribus': 750}","{'Bill': 2250, 'Pluribus': 2250}","{'Bill': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 0, 'Bill': 400}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 637, 'Pluribus': 637}","{'Pluribus': 687, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'Budd': 250}","{'Budd': 2051, 'Pluribus': 2051}","{'Budd': 0, 'Pluribus': 0}","{'Budd': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Budd': 225}","{'Budd': 0, 'Bill': 0}","{'Budd': 0, 'Bill': 250}",{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'Bill': 925}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 210, 'MrBlue': 210}","{'MrBlue': 0, 'MrOrange': 0}","{'MrBlue': 0, 'MrOrange': 0}","{'MrBlue': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 900, 'Budd': 900}","{'MrWhite': 0, 'Budd': 0}","{'MrWhite': 0, 'Budd': 0}","{'MrWhite': 0, 'Budd': 0}"
"[50, 100]","[10000, 10000]","{'Budd': 225, 'Bill': 225}","{'Bill': 500, 'Budd': 500}","{'Bill': 0, 'Budd': 0}","{'Bill': 500, 'Budd': 0}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrBlue': 225}","{'MrBlue': 0, 'MrWhite': 375}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Budd': 225}","{'Budd': 850, 'Pluribus': 850}","{'Budd': 1300, 'Pluribus': 1300}","{'Budd': 1200, 'Pluribus': 1200}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Pluribus': 675}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 350, 'MrBlue': 350}","{'Bill': 300, 'MrBlue': 300}","{'Bill': 0, 'MrBlue': 980}",{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrOrange': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 961, 'MrWhite': 961}","{'MrWhite': 666, 'Pluribus': 666}","{'MrWhite': 0, 'Pluribus': 0}","{'MrWhite': 8373, 'Pluribus': 8373}"
"[50, 100]","[10000, 10000]","{'MrWhite': 225, 'MrOrange': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'Pluribus': 225}","{'Pluribus': 0, 'Budd': 175}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 780, 'MrBlue': 780}","{'Bill': 0, 'MrBlue': 700}",{},{}
